CodPessoa,theta,enem_score,acertos,total_itens
8677512,-2.302,270,5,45
8677524,3.606,861,33,45
8677862,-1.575,343,10,45
8677880,4.0,900,41,45
8678075,3.218,822,35,45
8678396,-1.047,395,18,45
8678508,-4.0,100,0,45
8679112,4.0,900,41,45
8679263,-0.188,481,21,45
8679306,0.252,525,26,45
8679465,0.382,538,28,45
8679980,-0.875,413,20,45
8680061,-0.586,441,17,45
8680549,-1.287,371,13,45
8680561,3.931,893,40,45
8680671,-2.162,284,8,45
8680813,-1.423,358,14,45
8680862,-0.057,494,20,45
8680937,-0.248,475,19,45
8681196,-0.686,431,15,45
8681251,-1.378,362,11,45
8681257,4.0,900,39,45
8681273,-0.301,470,23,45
8681276,4.0,900,41,45
8681281,4.0,900,42,45
8681313,-0.23,477,23,45
8681516,-0.608,439,18,45
8682046,0.376,538,32,45
8682048,4.0,900,32,45
8682061,0.09,509,26,45
8682063,-0.048,495,24,45
8682070,4.0,900,42,45
8682072,4.0,900,41,45
8682078,-1.506,349,11,45
8682080,1.878,688,30,45
8682088,2.383,738,33,45
8682100,3.161,816,34,45
8682131,-0.31,469,23,45
8682140,4.0,900,40,45
8682148,3.775,877,36,45
8682159,3.775,877,36,45
8682177,2.688,769,30,45
8682180,-0.943,406,11,45
8682181,0.518,552,29,45
8682200,3.775,877,36,45
8682206,0.516,552,38,45
8682232,0.501,550,37,45
8682247,0.363,536,19,45
8682255,4.0,900,42,45
8682282,0.321,532,20,45
8682446,4.0,900,41,45
8682450,4.0,900,39,45
8682464,0.301,530,28,45
8682474,4.0,900,42,45
8682480,-0.157,484,18,45
8682508,0.219,522,29,45
8682521,4.0,900,42,45
8682667,-0.977,402,15,45
8682803,-1.538,346,13,45
8683352,-0.987,401,11,45
8684083,0.23,523,28,45
8684575,-0.331,467,14,45
8684603,0.325,532,25,45
8684615,-0.684,432,15,45
8684619,-0.624,438,16,45
8684625,-0.638,436,22,45
8684634,-0.035,497,25,45
8684638,-0.764,424,13,45
8684643,-0.235,476,23,45
8684648,0.044,504,20,45
8684652,-0.607,439,16,45
8684653,-0.135,486,19,45
8684658,0.003,500,28,45
8684664,-1.312,369,15,45
8684680,-0.014,499,22,45
8684684,0.021,502,30,45
8684691,-1.354,365,13,45
8684700,-0.088,491,26,45
8684701,-0.032,497,21,45
8684703,-0.178,482,14,45
8684706,-0.708,429,15,45
8684707,0.008,501,13,45
8684709,0.301,530,21,45
8684713,-0.234,477,20,45
8684714,-0.989,401,9,45
8684717,-1.392,361,13,45
8684719,-0.216,478,19,45
8684724,0.076,508,20,45
8684726,0.212,521,21,45
8684727,-0.498,450,18,45
8684746,0.156,516,20,45
8684758,-0.044,496,25,45
8684764,-0.942,406,10,45
8684769,-0.078,492,27,45
8684777,-0.012,499,21,45
8684778,-0.271,473,25,45
8684780,-1.591,341,10,45
8684782,-0.352,465,16,45
8684788,-0.788,421,10,45
8684790,-0.314,469,17,45
8684802,-1.067,393,15,45
8684805,-0.53,447,14,45
8684809,-0.171,483,19,45
8684811,-0.685,431,15,45
8684828,-0.795,420,16,45
8684844,-0.095,491,24,45
8684852,-1.117,388,13,45
8684862,-0.161,484,16,45
8684875,-0.096,490,17,45
8684907,-1.275,373,9,45
8684909,-3.44,156,8,45
8684913,-0.478,452,17,45
8684925,-0.537,446,19,45
8684940,0.311,531,22,45
8684952,-0.905,410,10,45
8684971,-0.66,434,14,45
8684976,-1.56,344,8,45
8684980,-0.62,438,15,45
8684990,-0.731,427,13,45
8685004,-0.645,436,14,45
8685007,-1.622,338,12,45
8685014,-1.844,316,8,45
8685074,-0.616,438,15,45
8685075,-1.379,362,8,45
8685077,-0.351,465,17,45
8685081,-0.085,492,22,45
8685179,-0.189,481,15,45
8685239,-0.809,419,11,45
8685240,-0.286,471,14,45
8685244,-0.975,403,20,45
8685245,-0.926,407,14,45
8685246,-0.011,499,14,45
8685247,-4.0,100,0,45
8685256,-1.831,317,7,45
8685257,-0.859,414,11,45
8685258,-0.242,476,19,45
8685272,-0.622,438,19,45
8685295,-0.808,419,12,45
8685300,-0.04,496,14,45
8685337,0.345,535,13,45
8685391,0.416,542,33,45
8685406,0.253,525,24,45
8685415,0.059,506,26,45
8685480,-1.642,336,7,45
8685484,-0.472,453,18,45
8685497,-1.027,397,16,45
8685510,-0.405,460,10,45
8685696,-0.367,463,13,45
8685703,0.262,526,28,45
8685802,0.404,540,32,45
8685878,-0.714,429,16,45
8685880,-1.227,377,13,45
8686051,0.292,529,32,45
8686327,4.0,900,36,45
8687539,-0.699,430,15,45
8687550,0.067,507,13,45
8687553,-0.279,472,17,45
8687564,-1.593,341,10,45
8687574,-1.106,389,14,45
8687578,-0.708,429,12,45
8687580,-3.34,166,9,45
8687584,-1.681,332,9,45
8687640,0.502,550,31,45
8687647,2.873,787,33,45
8687701,0.231,523,33,45
8687702,-1.096,390,16,45
8687898,-0.165,484,7,45
8688043,2.743,774,34,45
8688260,0.512,551,30,45
8688265,-0.216,478,18,45
8688376,0.442,544,28,45
8688495,0.206,521,26,45
8688674,-1.41,359,12,45
8688807,-1.439,356,12,45
8688811,-0.958,404,10,45
8688815,-4.0,100,5,45
8688821,-0.841,416,12,45
8688827,-0.765,424,15,45
8688829,-0.9,410,11,45
8688832,-1.132,387,13,45
8688870,-1.526,347,9,45
8688878,-0.877,412,11,45
8688879,-1.238,376,11,45
8688880,-1.812,319,9,45
8688881,-1.398,360,10,45
8688942,0.4,540,32,45
8689264,0.519,552,32,45
8689358,4.0,900,40,45
8689359,-4.0,100,0,45
8689410,0.574,557,37,45
8689577,-0.251,475,18,45
8689580,-4.0,100,6,45
8690032,-0.637,436,14,45
8690045,-0.85,415,17,45
8690095,-2.057,294,7,45
8690146,-0.914,409,14,45
8690156,-4.0,100,0,45
8690159,0.258,526,23,45
8690373,-2.592,241,7,45
8690495,-1.267,373,10,45
8690512,-1.433,357,12,45
8690782,0.475,548,20,45
8690917,-1.417,358,8,45
8690928,-1.38,362,12,45
8690934,-0.271,473,15,45
8690936,0.382,538,31,45
8690939,-0.755,425,19,45
8690947,-1.198,380,13,45
8690953,0.582,558,23,45
8691023,4.0,900,38,45
8691131,3.875,887,39,45
8691145,4.0,900,38,45
8691245,-1.573,343,8,45
8691249,-1.252,375,14,45
8691264,-4.0,100,0,45
8691300,-0.867,413,10,45
8691303,1.553,655,34,45
8691318,-4.0,100,0,45
8691322,-1.654,335,10,45
8691335,-0.505,450,16,45
8691346,3.755,876,36,45
8691349,-1.309,369,11,45
8691391,0.62,562,26,45
8691393,4.0,900,42,45
8691400,-0.161,484,21,45
8691403,3.755,876,36,45
8691406,0.338,534,25,45
8691407,0.379,538,36,45
8691409,0.57,557,36,45
8691410,-0.869,413,17,45
8691413,3.755,876,36,45
8691422,3.755,876,36,45
8691423,0.761,576,39,45
8691424,2.313,731,34,45
8691427,4.0,900,39,45
8691433,-4.0,100,0,45
8691658,-1.307,369,13,45
8691705,-4.0,100,0,45
8691708,-4.0,100,0,45
8691744,-1.819,318,9,45
8691816,2.743,774,34,45
8691859,-1.498,350,13,45
8691976,3.848,885,38,45
8692010,-0.195,480,23,45
8692115,-1.456,354,9,45
8692121,1.91,691,33,45
8692219,0.301,530,28,45
8692404,-0.16,484,23,45
8692408,-0.08,492,20,45
8692448,-0.891,411,12,45
8692613,3.755,876,36,45
8692619,4.0,900,39,45
8692621,4.0,900,39,45
8692654,-0.954,405,10,45
8692716,-0.759,424,14,45
8692748,3.674,867,36,45
8692828,-4.0,100,3,45
8692863,0.521,552,29,45
8692921,-1.562,344,9,45
8692994,0.064,506,19,45
8693013,-2.641,236,10,45
8693029,-1.503,350,12,45
8693087,3.91,891,37,45
8693105,0.218,522,29,45
8693142,-0.322,468,15,45
8693152,-2.928,207,9,45
8693154,0.428,543,36,45
8693213,0.582,558,25,45
8693260,-1.051,395,8,45
8693375,0.434,543,37,45
8693447,-1.055,394,15,45
8693561,0.424,542,36,45
8693619,0.501,550,33,45
8693627,-2.306,269,8,45
8693628,3.238,824,32,45
8693643,4.0,900,38,45
8693744,-0.201,480,12,45
8693758,-0.344,466,14,45
8693791,-3.473,153,9,45
8693960,0.134,513,20,45
8694408,1.921,692,32,45
8694456,0.519,552,32,45
8694530,-0.748,425,13,45
8694555,-1.529,347,10,45
8694637,4.0,900,35,45
8694661,-0.382,462,23,45
8694667,-0.933,407,8,45
8694899,0.349,535,26,45
8694952,-0.741,426,16,45
8694954,0.587,559,26,45
8694958,-0.986,401,16,45
8695227,-0.814,419,16,45
8695336,-1.012,399,11,45
8695387,-0.247,475,18,45
8695397,-1.211,379,8,45
8695457,4.0,900,40,45
8695474,-1.891,311,12,45
8695476,-0.565,443,18,45
8695479,-1.085,391,17,45
8695527,-0.431,457,15,45
8695529,-0.136,486,21,45
8695558,3.931,893,40,45
8695632,-0.468,453,19,45
8695655,-0.72,428,15,45
8695656,-0.442,456,15,45
8695659,-0.43,457,19,45
8695663,-0.322,468,13,45
8695665,0.072,507,18,45
8695666,-1.333,367,7,45
8695667,0.184,518,18,45
8695680,-0.95,405,18,45
8695722,-1.524,348,13,45
8695726,-0.388,461,20,45
8695729,-0.244,476,17,45
8695730,-1.132,387,15,45
8695732,-1.412,359,12,45
8695733,-0.051,495,16,45
8695743,-0.972,403,10,45
8695781,0.102,510,16,45
8695787,0.004,500,20,45
8696036,-1.164,384,10,45
8696044,-1.158,384,13,45
8696187,3.443,844,35,45
8696222,-0.403,460,24,45
8696232,-0.444,456,10,45
8696258,0.723,572,31,45
8696260,1.577,658,33,45
8696361,-0.013,499,22,45
8696419,0.159,516,27,45
8696452,-0.816,418,14,45
8696485,4.0,900,39,45
8696527,-1.779,322,7,45
8696589,-2.574,243,6,45
8696623,-4.0,100,6,45
8696653,3.276,828,30,45
8696828,-1.094,391,7,45
8696895,0.046,505,13,45
8696935,-1.792,321,11,45
8697009,-1.03,397,13,45
8697049,-4.0,100,0,45
8697191,-1.04,396,14,45
8697219,1.416,642,35,45
8697236,-1.307,369,15,45
8697260,0.034,503,25,45
8697350,4.0,900,38,45
8697376,0.839,584,29,45
8697445,0.373,537,29,45
8697452,0.388,539,30,45
8697454,0.348,535,29,45
8697659,0.585,558,37,45
8697712,-0.252,475,22,45
8697750,-0.627,437,13,45
8697797,-0.573,443,23,45
8697840,-0.56,444,15,45
8697849,1.342,634,34,45
8697984,-0.374,463,14,45
8698054,-2.002,300,8,45
8698140,-0.555,445,16,45
8698212,-0.081,492,28,45
8698246,0.279,528,32,45
8698362,-1.04,396,10,45
8698384,3.755,876,36,45
8698386,3.159,816,34,45
8698393,0.571,557,37,45
8698494,0.349,535,28,45
8698544,0.762,576,35,45
8698558,-0.533,447,18,45
8698560,0.62,562,26,45
8698567,1.778,678,35,45
8698607,-0.914,409,11,45
8698608,-1.816,318,11,45
8698656,4.0,900,40,45
8698673,-0.804,420,13,45
8698681,-0.863,414,17,45
8698907,-0.03,497,22,45
8698964,-0.961,404,18,45
8698998,-1.63,337,8,45
8699059,-1.441,356,10,45
8699147,0.412,541,34,45
8699352,2.479,748,28,45
8699386,-4.0,100,0,45
8699470,3.382,838,35,45
8699654,-1.032,397,8,45
8699655,-4.0,100,0,45
8699658,0.49,549,31,45
8699659,4.0,900,38,45
8699664,-4.0,100,0,45
8699671,-0.783,422,9,45
8699673,0.031,503,27,45
8699678,-4.0,100,0,45
8699686,-4.0,100,0,45
8699687,-4.0,100,0,45
8699688,-4.0,100,0,45
8699700,-4.0,100,0,45
8699703,-4.0,100,0,45
8699705,-0.692,431,14,45
8699707,-4.0,100,0,45
8699718,3.775,877,36,45
8699728,3.514,851,33,45
8699730,4.0,900,39,45
8699747,-4.0,100,0,45
8699750,-4.0,100,0,45
8699763,-4.0,100,0,45
8699887,0.097,510,31,45
8699903,-4.0,100,0,45
8699916,0.288,529,31,45
8699999,-0.283,472,18,45
8700045,4.0,900,41,45
8700057,0.749,575,28,45
8700095,3.443,844,35,45
8700121,3.714,871,35,45
8700140,0.451,545,36,45
8700213,-0.865,413,15,45
8700237,-1.434,357,10,45
8700372,-0.831,417,15,45
8700373,-0.611,439,23,45
8700389,4.0,900,38,45
8700495,4.0,900,39,45
8700503,0.384,538,27,45
8700508,0.607,561,31,45
8700514,0.14,514,22,45
8700525,-0.866,413,11,45
8700532,3.814,881,36,45
8700551,2.194,719,29,45
8700609,-0.514,449,24,45
8700834,-0.726,427,13,45
8700867,2.396,740,32,45
8700899,-0.237,476,13,45
8700964,-1.237,376,9,45
8701041,-1.081,392,19,45
8701044,-0.33,467,16,45
8701070,0.03,503,25,45
8701116,-4.0,100,0,45
8701394,-0.995,401,18,45
8701396,-1.246,375,10,45
8701401,-2.163,284,8,45
8701512,-1.041,396,13,45
8701535,0.237,524,22,45
8701591,-0.567,443,19,45
8701600,-1.115,388,13,45
8701605,-0.05,495,21,45
8701606,-0.856,414,14,45
8701609,0.406,541,25,45
8701612,-0.107,489,22,45
8701614,-0.818,418,16,45
8701621,0.41,541,27,45
8701626,-0.407,459,19,45
8702094,0.329,533,23,45
8702116,-1.483,352,10,45
8702377,-0.505,449,14,45
8702451,4.0,900,41,45
8702471,-1.849,315,10,45
8702542,-1.814,319,10,45
8702555,-0.064,494,29,45
8702607,0.296,530,32,45
8702632,-1.035,397,11,45
8702645,-1.327,367,12,45
8702650,0.519,552,32,45
8702669,0.269,527,32,45
8702731,-0.779,422,11,45
8702735,-0.919,408,11,45
8702745,-1.354,365,13,45
8702771,-1.023,398,14,45
8702784,-0.145,485,19,45
8702788,-0.451,455,15,45
8702799,-0.203,480,26,45
8702804,-1.337,366,9,45
8702818,0.094,509,21,45
8703043,-4.0,100,0,45
8703184,0.463,546,31,45
8703203,-1.422,358,11,45
8703243,-0.529,447,20,45
8703297,0.678,568,27,45
8703363,0.24,524,25,45
8703483,0.412,541,34,45
8703513,-0.586,441,15,45
8703597,3.171,817,32,45
8703748,-0.4,460,21,45
8703808,-1.005,400,10,45
8703816,-2.174,283,7,45
8703820,0.428,543,36,45
8703825,-0.378,462,14,45
8703852,4.0,900,39,45
8703957,-1.268,373,11,45
8704052,-1.512,349,10,45
8704077,-0.298,470,24,45
8704188,-3.129,187,9,45
8704193,-2.105,290,7,45
8704204,0.311,531,29,45
8704205,-1.178,382,16,45
8704211,1.738,674,34,45
8704273,-4.0,100,0,45
8704354,2.113,711,35,45
8704362,-0.003,500,29,45
8704974,-1.029,397,11,45
8704979,-2.387,261,7,45
8704980,-0.11,489,14,45
8704981,-1.596,340,9,45
8704993,-1.027,397,10,45
8704998,-0.489,451,18,45
8704999,-0.919,408,14,45
8705002,-1.43,357,12,45
8705095,-0.595,440,16,45
8705167,-1.797,320,8,45
8705821,-1.499,350,9,45
8705822,-4.0,100,4,45
8705825,-1.871,313,5,45
8705826,-1.316,368,10,45
8705828,-2.38,262,10,45
8705829,-1.399,360,9,45
8705830,-1.664,334,10,45
8706003,-1.213,379,14,45
8706024,0.019,502,20,45
8706027,-0.787,421,11,45
8706046,-0.355,465,20,45
8706050,-1.402,360,11,45
8706055,0.446,545,28,45
8706057,-0.409,459,21,45
8706072,0.053,505,14,45
8706075,-1.062,394,13,45
8706087,-0.778,422,10,45
8706088,-1.117,388,14,45
8706109,-1.014,399,13,45
8706114,-1.22,378,18,45
8706118,-0.038,496,26,45
8706121,-0.994,401,13,45
8706142,-0.857,414,13,45
8706145,-0.671,433,15,45
8706149,-1.925,307,8,45
8706551,0.44,544,24,45
8707173,3.833,883,37,45
8707643,4.0,900,40,45
8709469,4.0,900,38,45
8709763,0.62,562,26,45
8709887,4.0,900,39,45
8710030,3.134,813,35,45
8710497,4.0,900,38,45
8710902,0.092,509,12,45
8711368,0.33,533,25,45
8711416,0.49,549,33,45
8711421,-0.64,436,16,45
8711435,0.812,581,32,45
8711439,3.77,877,35,45
8711442,-0.714,429,16,45
8711462,0.475,547,28,45
8711513,0.475,547,28,45
8711681,-1.255,375,13,45
8711683,-1.263,374,7,45
8711717,-0.913,409,11,45
8711977,-0.85,415,13,45
8712973,-0.13,487,17,45
8713609,0.406,541,29,45
8713689,-2.403,260,7,45
8713955,0.259,526,28,45
8714714,-0.877,412,21,45
8714717,0.533,553,31,45
8714722,0.441,544,28,45
8714725,-0.192,481,17,45
8714737,0.736,574,35,45
8714747,0.526,553,31,45
8714764,-1.477,352,15,45
8714768,-0.959,404,8,45
8714784,0.371,537,24,45
8714790,0.532,553,32,45
8714792,-1.252,375,7,45
8714795,-0.791,421,11,45
8714821,0.527,553,34,45
8715005,-3.151,185,5,45
8715006,3.76,876,35,45
8715007,-1.838,316,5,45
8715012,0.263,526,30,45
8715023,-0.942,406,16,45
8715274,1.095,610,32,45
8715280,4.0,900,39,45
8715326,0.784,578,32,45
8716059,-4.0,100,0,45
8716372,0.708,571,31,45
8716527,-0.596,440,16,45
8716538,-0.481,452,20,45
8716539,-1.068,393,13,45
8716540,0.314,531,25,45
8716546,-1.483,352,12,45
8716566,0.214,521,29,45
8716595,-1.22,378,17,45
8716596,-0.992,401,12,45
8716623,-0.116,488,16,45
8716633,-0.838,416,12,45
8716674,-1.055,394,19,45
8716679,-4.0,100,0,45
8716718,-4.0,100,0,45
8716721,-4.0,100,0,45
8716784,0.445,544,27,45
8716807,-1.53,347,14,45
8716945,-0.94,406,12,45
8717261,0.656,566,37,45
8717271,-0.09,491,15,45
8717739,0.601,560,26,45
8717750,0.245,524,24,45
8717752,-0.376,462,16,45
8717904,0.306,531,20,45
8717906,-0.45,455,19,45
8717963,-2.977,202,7,45
8718028,0.4,540,32,45
8718166,-0.256,474,16,45
8718485,-0.249,475,19,45
8718623,-0.356,464,14,45
8718661,-0.312,469,23,45
8718674,-0.755,425,16,45
8718695,4.0,900,39,45
8718712,-0.155,485,11,45
8718715,-0.417,458,15,45
8718718,-0.014,499,18,45
8718770,-0.763,424,12,45
8718863,-0.859,414,12,45
8718895,0.125,512,22,45
8719033,-0.306,469,18,45
8719321,-2.103,290,9,45
8719563,0.381,538,29,45
8719680,0.036,504,24,45
8719771,0.375,537,21,45
8719781,-0.863,414,12,45
8719795,-1.182,382,14,45
8719864,-1.079,392,11,45
8719935,-2.149,285,11,45
8720073,-0.336,466,13,45
8720085,-0.465,453,13,45
8720144,-0.689,431,14,45
8720151,4.0,900,40,45
8720182,-0.955,404,11,45
8720277,-0.006,499,15,45
8720962,0.073,507,13,45
8721034,0.183,518,27,45
8721996,0.265,527,14,45
8722595,-0.883,412,13,45
8723320,-1.144,386,14,45
8723325,0.302,530,25,45
8723358,-1.267,373,15,45
8723692,-4.0,100,0,45
8723775,-0.889,411,14,45
8723839,-3.13,187,10,45
8724119,4.0,900,41,45
8724162,-4.0,100,7,45
8724430,-2.084,292,7,45
8724490,-1.298,370,10,45
8725311,0.846,585,30,45
8725313,3.226,823,36,45
8725324,3.226,823,36,45
8725346,3.226,823,36,45
8725350,3.226,823,36,45
8725540,0.629,563,31,45
8725549,3.226,823,36,45
8725551,3.226,823,36,45
8725558,3.226,823,36,45
8725566,3.226,823,36,45
8725569,-4.0,100,0,45
8725609,3.226,823,36,45
8725616,3.226,823,36,45
8725621,0.952,595,31,45
8726171,4.0,900,38,45
8726183,-4.0,100,0,45
8726202,3.929,893,36,45
8726213,0.489,549,34,45
8726261,3.226,823,36,45
8726509,-1.681,332,10,45
8726573,-1.092,391,17,45
8727532,-1.246,375,13,45
8727859,-0.802,420,13,45
8727959,-2.563,244,10,45
8728808,-1.1,390,10,45
8729917,3.579,858,37,45
8730319,0.145,515,19,45
8731147,-0.887,411,10,45
8731945,3.226,823,36,45
8731948,0.576,558,37,45
8731967,3.226,823,36,45
8731972,3.085,808,34,45
8731980,3.226,823,36,45
8731999,1.993,699,32,45
8732007,0.493,549,33,45
8732009,3.226,823,36,45
8732025,3.226,823,36,45
8732031,3.226,823,36,45
8732044,0.481,548,30,45
8732047,3.175,817,35,45
8732050,3.226,823,36,45
8732066,3.226,823,36,45
8732082,3.226,823,36,45
8732093,3.226,823,36,45
8732097,3.226,823,36,45
8732099,3.226,823,36,45
8732104,3.226,823,36,45
8732111,3.226,823,36,45
8732117,3.226,823,36,45
8732480,-4.0,100,0,45
8732937,-0.43,457,16,45
8732951,-0.085,492,21,45
8733171,-0.581,442,12,45
8733269,0.081,508,18,45
8733403,-1.527,347,10,45
8733440,0.097,510,18,45
8733643,-1.117,388,17,45
8733901,-1.144,386,9,45
8733993,-4.0,100,0,45
8734017,0.768,577,34,45
8734032,-0.636,436,18,45
8734227,0.409,541,32,45
8734490,-0.227,477,16,45
8734754,-1.042,396,11,45
8734811,-1.316,368,12,45
8735040,2.75,775,35,45
8735058,0.274,527,23,45
8735160,-0.749,425,12,45
8735471,-2.713,229,9,45
8735927,-0.07,493,13,45
8735934,0.249,525,31,45
8736093,4.0,900,38,45
8736428,-0.335,467,16,45
8736548,-0.359,464,14,45
8736659,-0.262,474,14,45
8736660,-0.964,404,11,45
8736665,-0.226,477,17,45
8736682,-0.786,421,13,45
8736694,-0.712,429,13,45
8736697,-2.018,298,6,45
8736705,-1.365,363,12,45
8736717,-0.261,474,17,45
8736722,0.034,503,14,45
8736737,-0.843,416,13,45
8736740,0.143,514,22,45
8736742,-4.0,100,0,45
8736765,-0.976,402,12,45
8736771,-2.061,294,9,45
8736788,-3.873,113,9,45
8736794,-0.798,420,6,45
