CodPessoa,theta,enem_score,acertos,total_itens
8671732,-0.836,416,16,45
8671734,-0.737,426,17,45
8671735,-0.198,480,24,45
8671737,-0.131,487,25,45
8671748,-1.667,333,11,45
8671752,-0.737,426,17,45
8671756,-1.073,393,14,45
8671758,-0.947,405,15,45
8671777,-0.065,493,26,45
8671778,-0.646,435,18,45
8671784,-0.836,416,16,45
8671786,-0.836,416,16,45
8671796,-0.646,435,18,45
8671804,0.0,500,27,45
8671820,-1.667,333,11,45
8671844,-0.562,444,19,45
8671856,-0.266,473,23,45
8671859,-0.737,426,17,45
8672052,-1.223,378,13,45
8672076,-1.411,359,12,45
8672109,-0.646,435,18,45
8672110,-1.223,378,13,45
8672113,0.408,541,33,45
8672125,0.198,520,30,45
8672193,0.562,556,35,45
8672197,-0.836,416,16,45
8672204,-0.947,405,15,45
8672205,0.198,520,30,45
8672208,0.646,565,36,45
8672264,-0.131,487,25,45
8672266,0.266,527,31,45
8672313,0.131,513,29,45
8672404,-1.073,393,14,45
8672413,-1.073,393,14,45
8672414,0.065,507,28,45
8672476,0.266,527,31,45
8672538,-0.131,487,25,45
8672753,-0.646,435,18,45
8672813,0.065,507,28,45
8673296,0.562,556,35,45
8673329,-0.737,426,17,45
8673333,-0.737,426,17,45
8673343,0.483,548,34,45
8673360,0.131,513,29,45
8673373,-0.562,444,19,45
8673877,-0.408,459,21,45
8674518,-0.198,480,24,45
8674789,0.562,556,35,45
8674850,0.646,565,36,45
8674865,0.408,541,33,45
8674926,0.947,595,39,45
8675026,-0.737,426,17,45
8675201,-0.336,466,22,45
8675214,-0.336,466,22,45
8675323,-1.073,393,14,45
8675573,-1.223,378,13,45
8675669,-1.667,333,11,45
8675752,-0.065,493,26,45
8675884,-0.483,452,20,45
8675941,0.836,584,38,45
8676066,-0.836,416,16,45
8676079,0.0,500,27,45
8676156,0.737,574,37,45
8676169,0.0,500,27,45
8676175,0.737,574,37,45
8676180,0.266,527,31,45
8676189,-0.131,487,25,45
8676192,-0.836,416,16,45
8676199,0.198,520,30,45
8676244,-0.131,487,25,45
8676253,0.408,541,33,45
8676255,0.408,541,33,45
8676257,0.483,548,34,45
8676262,1.411,641,42,45
8676273,1.411,641,42,45
8676297,0.646,565,36,45
8676305,0.131,513,29,45
8676407,1.411,641,42,45
8676409,0.266,527,31,45
8676415,1.411,641,42,45
8676416,0.737,574,37,45
8676448,1.411,641,42,45
8676450,1.223,622,41,45
8676452,0.065,507,28,45
8676453,0.646,565,36,45
8676456,0.737,574,37,45
8676459,0.266,527,31,45
8676464,0.336,534,32,45
8676486,-0.065,493,26,45
8677512,-4.0,100,4,45
8677524,-0.408,459,21,45
8677862,-1.073,393,14,45
8677880,0.947,595,39,45
8678075,0.065,507,28,45
8678396,0.0,500,27,45
8679112,1.223,622,41,45
8679263,-0.737,426,17,45
8679306,0.266,527,31,45
8679465,0.408,541,33,45
8679980,-0.131,487,25,45
8680061,-0.336,466,22,45
8680549,-1.073,393,14,45
8680561,0.947,595,39,45
8680671,-1.223,378,13,45
8680813,-0.562,444,19,45
8680862,-0.408,459,21,45
8680937,-2.091,291,10,45
8681196,-1.223,378,13,45
8681251,-1.223,378,13,45
8681257,0.065,507,28,45
8681273,-0.065,493,26,45
8681276,1.073,607,40,45
8681281,0.646,565,36,45
8681313,-1.223,378,13,45
8681516,-0.646,435,18,45
8682046,0.562,556,35,45
8682048,0.646,565,36,45
8682061,0.408,541,33,45
8682063,0.408,541,33,45
8682070,0.646,565,36,45
8682072,1.073,607,40,45
8682078,-4.0,100,0,45
8682080,0.836,584,38,45
8682088,0.836,584,38,45
8682100,0.562,556,35,45
8682131,-0.836,416,16,45
8682140,0.646,565,36,45
8682148,0.836,584,38,45
8682159,0.836,584,38,45
8682177,0.408,541,33,45
8682180,-0.836,416,16,45
8682181,-0.065,493,26,45
8682200,0.836,584,38,45
8682206,0.483,548,34,45
8682232,0.836,584,38,45
8682247,-1.223,378,13,45
8682255,0.646,565,36,45
8682282,-0.198,480,24,45
8682446,0.646,565,36,45
8682450,0.737,574,37,45
8682464,-0.198,480,24,45
8682474,0.646,565,36,45
8682480,-0.266,473,23,45
8682508,-0.065,493,26,45
8682521,0.646,565,36,45
8682667,-0.408,459,21,45
8682803,0.0,500,27,45
8683352,-1.223,378,13,45
8684083,0.336,534,32,45
8684575,-0.836,416,16,45
8684603,-0.336,466,22,45
8684615,-0.408,459,21,45
8684619,-1.411,359,12,45
8684625,-0.483,452,20,45
8684634,-0.737,426,17,45
8684638,-0.562,444,19,45
8684643,-0.336,466,22,45
8684648,-1.411,359,12,45
8684652,-1.667,333,11,45
8684653,-0.483,452,20,45
8684658,0.408,541,33,45
8684664,-0.737,426,17,45
8684680,-0.483,452,20,45
8684684,0.408,541,33,45
8684691,-1.411,359,12,45
8684700,0.408,541,33,45
8684701,-0.408,459,21,45
8684703,-0.737,426,17,45
8684706,-1.667,333,11,45
8684707,-1.073,393,14,45
8684709,-0.065,493,26,45
8684713,-0.266,473,23,45
8684714,-1.411,359,12,45
8684717,-0.336,466,22,45
8684719,-0.483,452,20,45
8684724,-0.646,435,18,45
8684726,-0.408,459,21,45
8684727,-1.411,359,12,45
8684746,-0.836,416,16,45
8684758,0.0,500,27,45
8684764,-0.836,416,16,45
8684769,0.408,541,33,45
8684777,-0.947,405,15,45
8684778,-0.131,487,25,45
8684780,-0.336,466,22,45
8684782,-1.667,333,11,45
8684788,-0.646,435,18,45
8684790,-0.562,444,19,45
8684802,-0.562,444,19,45
8684805,-1.073,393,14,45
8684809,0.198,520,30,45
8684811,-0.646,435,18,45
8684828,-0.646,435,18,45
8684844,-0.198,480,24,45
8684852,-0.266,473,23,45
8684862,-0.198,480,24,45
8684875,-0.947,405,15,45
8684907,-0.737,426,17,45
8684909,-0.947,405,15,45
8684913,-1.223,378,13,45
8684925,-0.131,487,25,45
8684940,0.336,534,32,45
8684952,-1.411,359,12,45
8684971,-0.266,473,23,45
8684976,-1.223,378,13,45
8684980,-0.483,452,20,45
8684990,-1.411,359,12,45
8685004,-0.131,487,25,45
8685007,-1.073,393,14,45
8685014,-1.073,393,14,45
8685074,-0.483,452,20,45
8685075,-1.223,378,13,45
8685077,-0.562,444,19,45
8685081,-0.065,493,26,45
8685179,-0.131,487,25,45
8685239,-1.411,359,12,45
8685240,-0.947,405,15,45
8685244,-0.836,416,16,45
8685245,-4.0,100,8,45
8685246,-1.073,393,14,45
8685256,-0.408,459,21,45
8685257,-0.836,416,16,45
8685258,-1.223,378,13,45
8685272,-0.483,452,20,45
8685295,-0.836,416,16,45
8685300,-0.646,435,18,45
8685337,-4.0,100,8,45
8685391,0.408,541,33,45
8685406,0.065,507,28,45
8685415,-0.562,444,19,45
8685480,-1.223,378,13,45
8685484,-0.065,493,26,45
8685497,-0.408,459,21,45
8685510,-0.562,444,19,45
8685696,-0.646,435,18,45
8685703,0.131,513,29,45
8685802,0.336,534,32,45
8685878,-4.0,100,7,45
8685880,-0.947,405,15,45
8686051,-0.266,473,23,45
8686327,-0.131,487,25,45
8687539,-1.667,333,11,45
8687550,-1.223,378,13,45
8687553,-0.266,473,23,45
8687564,-4.0,100,7,45
8687574,-1.667,333,11,45
8687578,-4.0,100,8,45
8687580,-1.411,359,12,45
8687584,-0.737,426,17,45
8687640,0.336,534,32,45
8687647,0.0,500,27,45
8687701,0.336,534,32,45
8687702,-0.737,426,17,45
8687898,-1.667,333,11,45
8688043,0.562,556,35,45
8688260,-0.737,426,17,45
8688265,-0.947,405,15,45
8688376,0.065,507,28,45
8688495,-0.836,416,16,45
8688674,-1.223,378,13,45
8688807,-0.737,426,17,45
8688811,-1.411,359,12,45
8688815,-1.411,359,12,45
8688821,-0.947,405,15,45
8688827,-0.562,444,19,45
8688829,-1.223,378,13,45
8688832,-0.947,405,15,45
8688870,-1.223,378,13,45
8688878,-4.0,100,8,45
8688879,-0.483,452,20,45
8688880,-0.646,435,18,45
8688881,-1.667,333,11,45
8688942,0.646,565,36,45
8689264,0.336,534,32,45
8689358,0.836,584,38,45
8689410,0.065,507,28,45
8689577,-0.646,435,18,45
8689580,-1.411,359,12,45
8690032,-0.646,435,18,45
8690045,-0.483,452,20,45
8690095,-1.411,359,12,45
8690146,-1.411,359,12,45
8690156,-4.0,100,0,45
8690159,-0.483,452,20,45
8690373,-1.667,333,11,45
8690495,-1.073,393,14,45
8690512,-1.667,333,11,45
8690782,0.266,527,31,45
8690917,-1.223,378,13,45
8690928,-1.223,378,13,45
8690934,-1.411,359,12,45
8690936,0.336,534,32,45
8690939,0.131,513,29,45
8690947,-1.667,333,11,45
8690953,0.065,507,28,45
8691023,0.646,565,36,45
8691131,0.947,595,39,45
8691145,0.562,556,35,45
8691245,-1.667,333,11,45
8691249,-4.0,100,9,45
8691264,-4.0,100,0,45
8691300,-1.073,393,14,45
8691303,0.336,534,32,45
8691322,-1.223,378,13,45
8691335,-1.223,378,13,45
8691346,0.483,548,34,45
8691349,-0.336,466,22,45
8691391,0.562,556,35,45
8691393,0.336,534,32,45
8691400,-0.836,416,16,45
8691403,0.646,565,36,45
8691406,0.131,513,29,45
8691407,0.131,513,29,45
8691409,0.065,507,28,45
8691410,-0.947,405,15,45
8691413,0.836,584,38,45
8691422,0.562,556,35,45
8691423,0.562,556,35,45
8691424,0.646,565,36,45
8691427,0.737,574,37,45
8691433,-4.0,100,0,45
8691658,-4.0,100,9,45
8691744,-1.223,378,13,45
8691816,0.562,556,35,45
8691859,-0.562,444,19,45
8691976,0.483,548,34,45
8692010,-0.336,466,22,45
8692115,-1.223,378,13,45
8692121,0.336,534,32,45
8692219,-0.266,473,23,45
8692404,0.198,520,30,45
8692408,-0.947,405,15,45
8692448,-0.562,444,19,45
8692613,0.737,574,37,45
8692619,0.947,595,39,45
8692621,0.737,574,37,45
8692654,-0.947,405,15,45
8692716,-1.411,359,12,45
8692748,0.266,527,31,45
8692828,-1.223,378,13,45
8692863,-0.562,444,19,45
8692921,-1.667,333,11,45
8692994,-1.223,378,13,45
8693013,-0.947,405,15,45
8693029,-0.737,426,17,45
8693087,-0.065,493,26,45
8693105,0.266,527,31,45
8693142,-1.073,393,14,45
8693152,-2.091,291,10,45
8693154,0.266,527,31,45
8693213,0.408,541,33,45
8693260,-0.562,444,19,45
8693375,0.483,548,34,45
8693447,-0.483,452,20,45
8693561,0.737,574,37,45
8693619,0.131,513,29,45
8693627,-0.408,459,21,45
8693628,0.198,520,30,45
8693643,0.646,565,36,45
8693744,-0.483,452,20,45
8693758,-1.411,359,12,45
8693791,-1.073,393,14,45
8693960,-0.336,466,22,45
8694408,0.065,507,28,45
8694456,0.408,541,33,45
8694530,-0.737,426,17,45
8694555,-1.223,378,13,45
8694637,0.737,574,37,45
8694661,-4.0,100,7,45
8694667,-0.737,426,17,45
8694899,0.198,520,30,45
8694952,-0.198,480,24,45
8694954,0.198,520,30,45
8694958,-0.266,473,23,45
8695227,-1.411,359,12,45
8695336,-1.223,378,13,45
8695387,-0.737,426,17,45
8695397,-4.0,100,9,45
8695457,0.836,584,38,45
8695474,-2.091,291,10,45
8695476,-0.408,459,21,45
8695479,0.065,507,28,45
8695527,-1.411,359,12,45
8695529,-0.646,435,18,45
8695558,0.266,527,31,45
8695632,-0.065,493,26,45
8695655,-0.737,426,17,45
8695656,-0.065,493,26,45
8695659,-0.131,487,25,45
8695663,-0.947,405,15,45
8695665,-0.336,466,22,45
8695666,-0.483,452,20,45
8695667,-0.266,473,23,45
8695680,-1.073,393,14,45
8695722,-1.223,378,13,45
8695726,-0.266,473,23,45
8695729,-0.947,405,15,45
8695730,-0.947,405,15,45
8695732,-1.223,378,13,45
8695733,-1.411,359,12,45
8695743,-0.836,416,16,45
8695781,-0.408,459,21,45
8695787,-1.223,378,13,45
8696036,-0.947,405,15,45
8696044,-0.947,405,15,45
8696187,0.198,520,30,45
8696222,-0.408,459,21,45
8696232,-1.223,378,13,45
8696258,0.336,534,32,45
8696260,0.737,574,37,45
8696361,-0.408,459,21,45
8696419,-0.562,444,19,45
8696452,-1.411,359,12,45
8696485,0.562,556,35,45
8696527,-2.091,291,10,45
8696589,-0.836,416,16,45
8696623,-1.073,393,14,45
8696653,-0.131,487,25,45
8696828,-2.091,291,10,45
8696895,-0.737,426,17,45
8696935,-2.091,291,10,45
8697009,-1.667,333,11,45
8697049,-4.0,100,0,45
8697191,-1.411,359,12,45
8697219,0.836,584,38,45
8697236,-0.836,416,16,45
8697260,-0.737,426,17,45
8697350,0.408,541,33,45
8697376,0.483,548,34,45
8697445,0.0,500,27,45
8697452,0.065,507,28,45
8697454,-0.065,493,26,45
8697659,0.131,513,29,45
8697712,-0.836,416,16,45
8697750,-0.562,444,19,45
8697797,-4.0,100,4,45
8697840,-0.065,493,26,45
8697849,-4.0,100,2,45
8697984,-1.411,359,12,45
8698054,-0.836,416,16,45
8698140,-0.947,405,15,45
8698212,-0.737,426,17,45
8698246,-0.065,493,26,45
8698362,-1.667,333,11,45
8698384,0.737,574,37,45
8698386,0.737,574,37,45
8698393,0.562,556,35,45
8698494,-0.198,480,24,45
8698544,0.065,507,28,45
8698558,-1.223,378,13,45
8698560,0.562,556,35,45
8698567,0.408,541,33,45
8698607,-2.091,291,10,45
8698608,-2.091,291,10,45
8698656,0.836,584,38,45
8698673,-0.947,405,15,45
8698681,-0.266,473,23,45
8698907,-0.198,480,24,45
8698964,-1.411,359,12,45
8698998,-4.0,100,9,45
8699059,-4.0,100,3,45
8699147,0.737,574,37,45
8699352,0.483,548,34,45
8699386,-0.408,459,21,45
8699470,0.737,574,37,45
8699654,-0.947,405,15,45
8699658,-0.131,487,25,45
8699659,0.065,507,28,45
8699671,-1.073,393,14,45
8699673,0.483,548,34,45
8699705,-0.947,405,15,45
8699718,0.836,584,38,45
8699728,0.483,548,34,45
8699730,0.266,527,31,45
8699887,0.737,574,37,45
8699916,0.336,534,32,45
8699999,-1.223,378,13,45
8700045,1.223,622,41,45
8700057,0.562,556,35,45
8700095,0.198,520,30,45
8700121,0.737,574,37,45
8700140,0.646,565,36,45
8700213,-0.483,452,20,45
8700237,-1.411,359,12,45
8700372,-0.646,435,18,45
8700373,-0.646,435,18,45
8700389,0.646,565,36,45
8700495,0.646,565,36,45
8700503,-0.266,473,23,45
8700508,0.562,556,35,45
8700514,-4.0,100,0,45
8700525,-4.0,100,9,45
8700532,0.562,556,35,45
8700551,0.198,520,30,45
8700609,-4.0,100,1,45
8700834,-1.223,378,13,45
8700867,0.947,595,39,45
8700899,-0.947,405,15,45
8700964,-2.091,291,10,45
8701041,-0.646,435,18,45
8701044,-0.737,426,17,45
8701070,0.198,520,30,45
8701116,-0.947,405,15,45
8701394,-0.408,459,21,45
8701396,-0.947,405,15,45
8701401,-1.411,359,12,45
8701512,-4.0,100,9,45
8701535,-1.223,378,13,45
8701591,-0.266,473,23,45
8701600,-0.198,480,24,45
8701605,-0.483,452,20,45
8701606,-0.737,426,17,45
8701609,-0.483,452,20,45
8701612,-0.737,426,17,45
8701614,-0.737,426,17,45
8701621,0.065,507,28,45
8701626,-0.408,459,21,45
8702094,0.065,507,28,45
8702116,-1.667,333,11,45
8702377,-0.836,416,16,45
8702451,0.737,574,37,45
8702471,-0.947,405,15,45
8702542,-1.223,378,13,45
8702555,-4.0,100,9,45
8702607,0.266,527,31,45
8702632,-0.131,487,25,45
8702645,-1.411,359,12,45
8702650,0.336,534,32,45
8702669,-0.065,493,26,45
8702731,-0.562,444,19,45
8702735,-1.411,359,12,45
8702745,-2.091,291,10,45
8702771,-0.336,466,22,45
8702784,-0.646,435,18,45
8702788,-0.336,466,22,45
8702799,-0.562,444,19,45
8702804,-0.266,473,23,45
8702818,-0.836,416,16,45
8703043,-4.0,100,0,45
8703184,0.198,520,30,45
8703203,-1.223,378,13,45
8703243,-0.737,426,17,45
8703297,-0.266,473,23,45
8703363,-0.336,466,22,45
8703483,0.646,565,36,45
8703513,-0.198,480,24,45
8703597,0.336,534,32,45
8703748,-0.562,444,19,45
8703808,-0.836,416,16,45
8703816,-1.667,333,11,45
8703820,0.266,527,31,45
8703825,-0.947,405,15,45
8703852,0.836,584,38,45
8703957,-4.0,100,9,45
8704052,-1.411,359,12,45
8704077,0.266,527,31,45
8704188,-1.667,333,11,45
8704193,-0.947,405,15,45
8704204,0.408,541,33,45
8704205,-4.0,100,7,45
8704211,-0.198,480,24,45
8704273,-4.0,100,0,45
8704354,0.336,534,32,45
8704362,0.562,556,35,45
8704974,-0.737,426,17,45
8704979,-1.073,393,14,45
8704980,-1.073,393,14,45
8704981,-1.411,359,12,45
8704993,-0.836,416,16,45
8704998,-0.408,459,21,45
8704999,-0.836,416,16,45
8705002,-2.091,291,10,45
8705095,-1.223,378,13,45
8705167,-0.836,416,16,45
8705821,-4.0,100,7,45
8705822,-1.411,359,12,45
8705825,-1.223,378,13,45
8705826,-1.667,333,11,45
8705828,-4.0,100,8,45
8705829,-1.411,359,12,45
8705830,-1.667,333,11,45
8706003,-1.411,359,12,45
8706024,-4.0,100,9,45
8706027,-0.947,405,15,45
8706046,-1.223,378,13,45
8706050,-1.667,333,11,45
8706055,-1.223,378,13,45
8706057,-0.646,435,18,45
8706072,-0.947,405,15,45
8706075,-1.667,333,11,45
8706087,-1.667,333,11,45
8706088,-0.737,426,17,45
8706109,-1.073,393,14,45
8706114,-1.073,393,14,45
8706118,-1.073,393,14,45
8706121,-0.836,416,16,45
8706142,-0.836,416,16,45
8706145,-4.0,100,9,45
8706149,-0.737,426,17,45
8706551,-0.266,473,23,45
8707173,0.947,595,39,45
8707643,1.073,607,40,45
8709469,0.947,595,39,45
8709763,0.065,507,28,45
8709887,0.836,584,38,45
8710030,0.065,507,28,45
8710497,0.836,584,38,45
8710902,-1.411,359,12,45
8711368,-0.408,459,21,45
8711416,0.408,541,33,45
8711421,-1.667,333,11,45
8711435,0.065,507,28,45
8711439,0.131,513,29,45
8711442,-0.408,459,21,45
8711462,-0.266,473,23,45
8711513,-0.266,473,23,45
8711681,-0.562,444,19,45
8711683,-1.073,393,14,45
8711717,-2.091,291,10,45
8711977,-0.836,416,16,45
8712973,-0.408,459,21,45
8713609,0.065,507,28,45
8713689,-4.0,100,4,45
8713955,0.0,500,27,45
8714714,-0.131,487,25,45
8714717,-0.198,480,24,45
8714722,0.646,565,36,45
8714725,-0.947,405,15,45
8714737,0.065,507,28,45
8714747,-0.065,493,26,45
8714764,-0.336,466,22,45
8714768,-1.223,378,13,45
8714784,-0.065,493,26,45
8714790,-0.065,493,26,45
8714792,-0.737,426,17,45
8714795,-1.223,378,13,45
8714821,0.266,527,31,45
8715005,-1.667,333,11,45
8715006,-0.198,480,24,45
8715007,-1.073,393,14,45
8715012,0.408,541,33,45
8715023,-2.091,291,10,45
8715274,0.562,556,35,45
8715280,0.836,584,38,45
8715326,0.266,527,31,45
8716059,-4.0,100,0,45
8716372,-0.065,493,26,45
8716527,-0.336,466,22,45
8716538,-0.836,416,16,45
8716539,0.0,500,27,45
8716540,-0.562,444,19,45
8716546,-1.667,333,11,45
8716566,0.0,500,27,45
8716595,-0.836,416,16,45
8716596,-0.947,405,15,45
8716623,-0.646,435,18,45
8716633,-1.411,359,12,45
8716674,-0.947,405,15,45
8716784,0.336,534,32,45
8716807,-0.737,426,17,45
8716945,-1.073,393,14,45
8717261,0.483,548,34,45
8717271,-1.073,393,14,45
8717739,-0.266,473,23,45
8717750,-0.198,480,24,45
8717752,-0.737,426,17,45
8717904,-0.336,466,22,45
8717906,-0.408,459,21,45
8717963,-0.947,405,15,45
8718028,-0.646,435,18,45
8718166,-2.091,291,10,45
8718485,-0.198,480,24,45
8718623,-0.336,466,22,45
8718661,-0.483,452,20,45
8718674,-0.336,466,22,45
8718695,0.836,584,38,45
8718712,-1.073,393,14,45
8718715,-0.737,426,17,45
8718718,-0.562,444,19,45
8718770,-0.646,435,18,45
8718863,-1.223,378,13,45
8718895,-0.646,435,18,45
8719033,-1.073,393,14,45
8719321,-1.223,378,13,45
8719563,0.131,513,29,45
8719680,-0.198,480,24,45
8719771,-0.836,416,16,45
8719781,-1.223,378,13,45
8719795,-1.411,359,12,45
8719864,-0.562,444,19,45
8719935,-0.737,426,17,45
8720073,-1.073,393,14,45
8720085,-0.737,426,17,45
8720144,-0.483,452,20,45
8720151,1.073,607,40,45
8720182,-0.836,416,16,45
8720277,-0.646,435,18,45
8720962,-2.091,291,10,45
8721034,-0.483,452,20,45
8721996,-0.562,444,19,45
8722595,0.0,500,27,45
8723320,-0.408,459,21,45
8723325,0.198,520,30,45
8723358,-0.646,435,18,45
8723775,-1.223,378,13,45
8723839,-4.0,100,5,45
8724119,0.483,548,34,45
8724162,-1.223,378,13,45
8724430,-1.073,393,14,45
8724490,-2.091,291,10,45
8725311,0.737,574,37,45
8725313,0.646,565,36,45
8725324,0.646,565,36,45
8725346,0.646,565,36,45
8725350,0.646,565,36,45
8725540,0.483,548,34,45
8725549,0.646,565,36,45
8725551,0.562,556,35,45
8725558,0.646,565,36,45
8725566,0.646,565,36,45
8725609,0.562,556,35,45
8725616,0.737,574,37,45
8725621,0.646,565,36,45
8726171,0.646,565,36,45
8726202,0.483,548,34,45
8726213,0.562,556,35,45
8726261,0.646,565,36,45
8726509,-1.411,359,12,45
8726573,-1.667,333,11,45
8727532,-0.483,452,20,45
8727859,-0.947,405,15,45
8727959,-0.836,416,16,45
8728808,-0.836,416,16,45
8729917,0.947,595,39,45
8730319,-0.408,459,21,45
8731147,-2.091,291,10,45
8731945,0.646,565,36,45
8731948,0.947,595,39,45
8731967,0.562,556,35,45
8731972,0.562,556,35,45
8731980,0.646,565,36,45
8731999,0.408,541,33,45
8732007,0.483,548,34,45
8732009,0.646,565,36,45
8732025,0.646,565,36,45
8732031,0.646,565,36,45
8732044,0.483,548,34,45
8732047,0.836,584,38,45
8732050,0.646,565,36,45
8732066,0.646,565,36,45
8732082,0.646,565,36,45
8732093,0.646,565,36,45
8732097,0.562,556,35,45
8732099,0.646,565,36,45
8732104,0.646,565,36,45
8732111,0.646,565,36,45
8732117,0.646,565,36,45
8732480,-4.0,100,0,45
8732937,-0.131,487,25,45
8732951,-0.065,493,26,45
8733171,-4.0,100,9,45
8733269,-0.646,435,18,45
8733403,-4.0,100,9,45
8733440,-0.198,480,24,45
8733643,-0.646,435,18,45
8733901,-1.073,393,14,45
8733993,-4.0,100,0,45
8734017,-0.131,487,25,45
8734032,-0.836,416,16,45
8734227,0.483,548,34,45
8734490,-0.408,459,21,45
8734754,-1.667,333,11,45
8734811,-4.0,100,8,45
8735040,0.408,541,33,45
8735058,-1.073,393,14,45
8735160,-0.483,452,20,45
8735471,-1.073,393,14,45
8735927,-0.947,405,15,45
8735934,0.408,541,33,45
8736093,0.836,584,38,45
8736428,-1.667,333,11,45
8736548,-0.947,405,15,45
8736659,-0.836,416,16,45
8736660,-1.223,378,13,45
8736665,-0.737,426,17,45
8736682,-0.836,416,16,45
8736694,-1.667,333,11,45
8736697,-4.0,100,9,45
8736705,-1.667,333,11,45
8736717,-0.646,435,18,45
8736722,-0.836,416,16,45
8736737,-1.667,333,11,45
8736740,-2.091,291,10,45
8736765,-0.947,405,15,45
8736771,-2.091,291,10,45
8736788,-1.073,393,14,45
8736794,-1.223,378,13,45
8736809,-0.562,444,19,45
8736810,-1.073,393,14,45
8737074,-0.065,493,26,45
8737076,0.483,548,34,45
8737084,-0.266,473,23,45
8737098,-1.223,378,13,45
8737099,-0.646,435,18,45
8737109,-4.0,100,0,45
8737112,0.266,527,31,45
8737133,-0.836,416,16,45
8737170,0.131,513,29,45
8737181,-0.483,452,20,45
8737186,-0.336,466,22,45
8737192,-0.947,405,15,45
8737202,-1.667,333,11,45
8737375,-1.411,359,12,45
8737469,-0.737,426,17,45
8737909,-1.411,359,12,45
8737939,-1.667,333,11,45
8738112,-1.411,359,12,45
8738383,-0.408,459,21,45
8738532,-0.947,405,15,45
8738564,-1.073,393,14,45
8738619,-2.091,291,10,45
8738730,-1.411,359,12,45
8738749,-0.737,426,17,45
8738984,-0.836,416,16,45
8739042,-0.483,452,20,45
8739100,-1.411,359,12,45
8739316,-0.737,426,17,45
8739317,0.408,541,33,45
