CodPessoa,theta,enem_score,acertos,total_itens
8680813,-0.268,473,19,45
8680862,-0.245,476,21,45
8680937,-1.328,367,10,45
8681196,-0.931,407,13,45
8681251,-1.274,373,13,45
8681257,0.319,532,28,45
8681273,0.13,513,26,45
8681276,1.152,615,40,45
8681281,0.792,579,36,45
8681313,-1.27,373,13,45
8681516,-0.735,426,18,45
8682046,0.734,573,35,45
8682048,0.743,574,36,45
8682061,0.639,564,33,45
8682063,0.639,564,33,45
8682070,0.589,559,36,45
8682072,1.152,615,40,45
8682078,-4.0,100,0,45
8682080,0.811,581,38,45
8682088,0.811,581,38,45
8682100,0.568,557,35,45
8682131,-0.92,408,16,45
8682140,0.744,574,36,45
8682148,0.939,594,38,45
8682159,0.939,594,38,45
8682177,0.395,540,33,45
8682180,-0.702,430,16,45
8682181,0.093,509,26,45
8682200,0.939,594,38,45
8682206,0.65,565,34,45
8682232,0.783,578,38,45
8682247,-1.132,387,13,45
8682255,0.589,559,36,45
8682282,0.212,521,24,45
8682446,0.589,559,36,45
8682450,0.725,572,37,45
8682464,0.195,519,24,45
8682474,0.589,559,36,45
8682480,-0.301,470,23,45
8682508,-0.111,489,26,45
8682521,0.589,559,36,45
8682667,-0.561,444,21,45
8682803,0.28,528,27,45
8683352,-0.982,402,13,45
8684083,0.575,557,32,45
8684575,-0.682,432,16,45
8684603,-0.208,479,22,45
8684615,-0.56,444,21,45
8684619,-1.049,395,12,45
8684625,-0.314,469,20,45
8684634,-0.849,415,17,45
8684638,-0.435,456,19,45
8684643,-0.211,479,22,45
8684648,-2.068,293,12,45
8684652,-1.134,387,11,45
8684653,-0.378,462,20,45
8684658,0.423,542,33,45
8684664,-0.584,442,17,45
8684680,-0.384,462,20,45
8684684,0.611,561,33,45
8684691,-1.328,367,12,45
8684700,0.473,547,33,45
8684701,-0.322,468,21,45
8684703,-0.7,430,17,45
8684706,-4.0,100,11,45
8684707,-0.86,414,14,45
8684709,0.007,501,26,45
8684713,-0.078,492,23,45
8684714,-2.068,293,12,45
8684717,-0.48,452,22,45
8684719,-0.494,451,20,45
8684724,-0.453,455,18,45
8684726,-0.163,484,21,45
8684727,-1.58,342,12,45
8684746,-0.578,442,16,45
8684758,0.364,536,27,45
8684764,-0.759,424,16,45
8684769,0.423,542,33,45
8684777,-0.86,414,15,45
8684778,0.305,530,25,45
8684780,-0.202,480,22,45
8684782,-1.577,342,11,45
8684788,-0.453,455,18,45
8684790,-0.569,443,19,45
8684802,-0.573,443,19,45
8684805,-0.982,402,14,45
8684809,0.527,553,30,45
8684811,-0.794,421,18,45
8684828,-0.757,424,18,45
8684844,0.264,526,24,45
8684852,-0.05,495,23,45
8684862,0.265,527,24,45
8684875,-0.856,414,15,45
8684907,-0.578,442,17,45
8684909,-1.128,387,15,45
8684913,-1.133,387,13,45
8684925,0.248,525,25,45
8684940,0.566,557,32,45
8684952,-1.275,373,12,45
8684971,-0.141,486,23,45
8684976,-0.98,402,13,45
8684980,-0.408,459,20,45
8684990,-1.58,342,12,45
8685004,0.31,531,25,45
8685007,-1.294,371,14,45
8685014,-1.274,373,14,45
8685074,-0.347,465,20,45
8685075,-1.049,395,13,45
8685077,-0.699,430,19,45
8685081,0.146,515,26,45
8685179,0.31,531,25,45
8685239,-1.275,373,12,45
8685240,-0.93,407,15,45
8685244,-0.927,407,16,45
8685245,-4.0,100,8,45
8685246,-1.327,367,14,45
8685256,-0.399,460,21,45
8685257,-0.703,430,16,45
8685258,-1.571,343,13,45
8685272,-0.191,481,20,45
8685295,-0.974,403,16,45
8685300,-0.453,455,18,45
8685337,-4.0,100,8,45
8685391,0.503,550,33,45
8685406,0.35,535,28,45
8685415,-0.484,452,19,45
8685480,-1.129,387,13,45
8685484,0.262,526,26,45
8685497,-0.244,476,21,45
8685510,-0.737,426,19,45
8685696,-0.68,432,18,45
8685703,0.478,548,29,45
8685802,0.529,553,32,45
8685878,-4.0,100,7,45
8685880,-0.856,414,15,45
8686051,-0.456,454,23,45
8686327,0.245,525,25,45
8687539,-1.604,340,11,45
8687550,-1.133,387,13,45
8687553,-0.403,460,23,45
8687564,-4.0,100,7,45
8687574,-1.134,387,11,45
8687578,-4.0,100,8,45
8687580,-1.547,345,12,45
8687584,-0.653,435,17,45
8687640,0.545,554,32,45
8687647,0.317,532,27,45
8687701,0.482,548,32,45
8687702,-0.587,441,17,45
8687898,-2.079,292,11,45
8688043,0.734,573,35,45
8688260,-0.476,452,17,45
8688265,-1.546,345,15,45
8688376,0.371,537,28,45
8688495,-0.696,430,16,45
8688674,-0.861,414,13,45
8688807,-0.578,442,17,45
8688811,-1.327,367,12,45
8688815,-1.574,343,12,45
8688821,-0.746,425,15,45
8688827,-0.68,432,19,45
8688829,-1.295,371,13,45
8688832,-0.851,415,15,45
8688870,-1.133,387,13,45
8688878,-4.0,100,8,45
8688879,-0.305,470,20,45
8688880,-0.644,436,18,45
8688881,-1.604,340,11,45
8688942,0.744,574,36,45
8689264,0.339,534,32,45
8689358,0.939,594,38,45
8689410,0.408,541,28,45
8689577,-0.562,444,18,45
8689580,-1.57,343,12,45
8690032,-0.564,444,18,45
8690045,-0.372,463,20,45
8690095,-1.275,373,12,45
8690146,-1.324,368,12,45
8690156,-4.0,100,0,45
8690159,-0.323,468,20,45
8690373,-1.328,367,11,45
8690495,-0.93,407,14,45
8690512,-1.324,368,11,45
8690782,0.257,526,31,45
8690917,-0.931,407,13,45
8690928,-0.861,414,13,45
8690934,-0.982,402,12,45
8690936,0.599,560,32,45
8690939,0.296,530,29,45
8690947,-1.604,340,11,45
8690953,0.356,536,28,45
8691023,0.642,564,36,45
8691131,0.966,597,39,45
8691145,0.615,562,35,45
8691245,-1.275,373,11,45
8691249,-4.0,100,9,45
8691264,-4.0,100,0,45
8691300,-0.98,402,14,45
8691303,0.575,557,32,45
8691322,-0.982,402,13,45
8691335,-1.57,343,13,45
8691346,0.518,552,34,45
8691349,-0.229,477,22,45
8691391,0.555,555,35,45
8691393,0.403,540,32,45
8691400,-0.98,402,16,45
8691403,0.792,579,36,45
8691406,0.226,523,29,45
8691407,0.37,537,29,45
8691409,0.201,520,28,45
8691410,-0.85,415,15,45
8691413,0.939,594,38,45
8691422,0.615,562,35,45
8691423,0.636,564,35,45
8691424,0.792,579,36,45
8691427,0.859,586,37,45
8691433,-4.0,100,0,45
8691658,-4.0,100,9,45
8691744,-1.603,340,13,45
8691816,0.734,573,35,45
8691859,-0.561,444,19,45
8691976,0.601,560,34,45
8692010,-0.191,481,22,45
8692115,-1.231,377,13,45
8692121,0.575,557,32,45
8692219,-0.169,483,23,45
8692404,0.421,542,30,45
8692408,-1.542,346,15,45
8692448,-0.372,463,19,45
8692613,0.859,586,37,45
8692619,1.034,603,39,45
8692621,0.859,586,37,45
8692654,-1.041,396,15,45
8692716,-1.603,340,12,45
8692748,0.415,541,31,45
8692828,-0.98,402,13,45
8692863,-0.315,469,19,45
8692921,-2.081,292,11,45
8692994,-1.58,342,13,45
8693013,-0.86,414,15,45
8693029,-0.574,443,17,45
8693087,0.297,530,26,45
8693105,0.541,554,31,45
8693142,-1.133,387,14,45
8693152,-1.58,342,10,45
8693154,0.472,547,31,45
8693213,0.383,538,33,45
8693260,-0.693,431,19,45
8693375,0.601,560,34,45
8693447,-0.315,469,20,45
8693561,0.859,586,37,45
8693619,0.419,542,29,45
8693627,-0.253,475,21,45
8693628,0.468,547,30,45
8693643,0.701,570,36,45
8693744,-0.438,456,20,45
8693758,-2.084,292,12,45
8693791,-1.128,387,14,45
8693960,-0.108,489,22,45
8694408,0.408,541,28,45
8694456,0.37,537,33,45
8694530,-0.574,443,17,45
8694555,-1.132,387,13,45
8694637,0.805,580,37,45
8694661,-4.0,100,7,45
8694667,-0.758,424,17,45
8694899,0.378,538,30,45
8694952,0.102,510,24,45
8694954,0.41,541,30,45
8694958,-0.05,495,23,45
8695227,-1.275,373,12,45
8695336,-1.133,387,13,45
8695387,-0.853,415,17,45
8695397,-4.0,100,9,45
8695457,0.939,594,38,45
8695474,-1.574,343,10,45
8695476,-0.317,468,21,45
8695479,0.421,542,28,45
8695527,-1.049,395,12,45
8695529,-0.758,424,18,45
8695558,0.541,554,31,45
8695632,0.346,535,26,45
8695655,-0.571,443,17,45
8695656,0.243,524,26,45
8695659,0.058,506,25,45
8695663,-1.546,345,15,45
8695665,-0.208,479,22,45
8695666,-0.243,476,20,45
8695667,0.195,519,23,45
8695680,-1.048,395,14,45
8695722,-1.231,377,13,45
8695726,-0.199,480,23,45
8695729,-0.848,415,15,45
8695730,-1.039,396,15,45
8695732,-1.231,377,13,45
8695733,-1.323,368,12,45
8695743,-0.682,432,16,45
8695781,-0.426,457,21,45
8695787,-0.976,402,13,45
8696036,-0.85,415,15,45
8696044,-1.048,395,15,45
8696187,0.368,537,30,45
8696222,-0.305,470,21,45
8696232,-0.861,414,13,45
8696258,0.489,549,32,45
8696260,0.859,586,37,45
8696361,-0.147,485,21,45
8696419,-0.648,435,19,45
8696452,-1.328,367,12,45
8696485,0.734,573,35,45
8696527,-4.0,100,10,45
8696589,-0.659,434,16,45
8696623,-1.542,346,14,45
8696653,0.088,509,25,45
8696828,-4.0,100,10,45
8696895,-0.695,431,17,45
8696935,-1.574,343,10,45
8697009,-1.134,387,11,45
8697049,-4.0,100,0,45
8697191,-1.049,395,12,45
8697219,0.939,594,38,45
8697236,-0.857,414,16,45
8697260,-0.75,425,17,45
8697350,0.611,561,33,45
8697376,0.5,550,34,45
8697445,0.322,532,27,45
8697452,0.392,539,28,45
8697454,0.077,508,26,45
8697659,0.426,543,29,45
8697712,-0.849,415,16,45
8697750,-0.563,444,19,45
8697797,-4.0,100,4,45
8697840,0.289,529,26,45
8697849,-4.0,100,2,45
8697984,-1.274,373,12,45
8698054,-0.743,426,16,45
8698140,-0.97,403,15,45
8698212,-0.846,415,17,45
8698246,0.003,500,26,45
8698362,-1.134,387,11,45
8698384,0.859,586,37,45
8698386,0.859,586,37,45
8698393,0.734,573,35,45
8698494,-0.333,467,24,45
8698544,0.337,534,28,45
8698558,-1.58,342,13,45
8698560,0.555,555,35,45
8698567,0.532,553,33,45
8698607,-1.604,340,10,45
8698608,-1.574,343,10,45
8698656,0.939,594,38,45
8698673,-0.857,414,15,45
8698681,-0.1,490,23,45
8698907,0.152,515,24,45
8698964,-1.328,367,12,45
8698998,-4.0,100,9,45
8699059,-4.0,100,3,45
8699147,0.859,586,37,45
8699352,0.684,568,34,45
8699386,-0.356,464,21,45
8699470,0.859,586,37,45
8699654,-0.751,425,15,45
8699658,-0.045,495,25,45
8699659,0.194,519,28,45
8699671,-1.231,377,14,45
8699673,0.503,550,34,45
8699705,-0.85,415,15,45
8699718,0.939,594,38,45
8699728,0.503,550,34,45
8699730,0.382,538,31,45
8699887,0.859,586,37,45
8699916,0.451,545,32,45
8699999,-1.048,395,13,45
8700045,1.298,630,41,45
8700057,0.555,555,35,45
8700095,0.368,537,30,45
8700121,0.859,586,37,45
8700140,0.477,548,36,45
8700213,-0.371,463,20,45
8700237,-1.275,373,12,45
8700372,-0.733,427,18,45
8700373,-0.35,465,18,45
8700389,0.654,565,36,45
8700495,0.654,565,36,45
8700503,0.113,511,23,45
8700508,0.694,569,35,45
8700514,-4.0,100,0,45
8700525,-2.097,290,9,45
8700532,0.521,552,35,45
8700551,0.509,551,30,45
8700609,-4.0,100,1,45
8700834,-1.295,371,13,45
8700867,1.034,603,39,45
8700899,-0.855,414,15,45
8700964,-1.604,340,10,45
8701041,-0.294,471,18,45
8701044,-0.75,425,17,45
8701070,0.298,530,30,45
8701116,-0.703,430,15,45
8701394,-0.306,469,21,45
8701396,-0.97,403,15,45
8701401,-1.27,373,12,45
8701512,-2.095,291,9,45
8701535,-2.085,292,13,45
8701591,-0.321,468,23,45
8701600,-0.055,495,24,45
8701605,-0.439,456,20,45
8701606,-0.758,424,17,45
8701609,-0.452,455,20,45
8701612,-0.574,443,17,45
8701614,-0.759,424,17,45
8701621,0.343,534,28,45
8701626,-0.294,471,21,45
8702094,0.305,531,28,45
8702116,-1.574,343,11,45
8702377,-0.753,425,16,45
8702451,0.859,586,37,45
8702471,-0.59,441,15,45
8702542,-1.133,387,13,45
8702555,-2.097,290,9,45
8702607,0.419,542,31,45
8702632,0.245,525,25,45
8702645,-1.129,387,12,45
8702650,0.339,534,32,45
8702669,0.083,508,26,45
8702731,-0.577,442,19,45
8702735,-2.068,293,12,45
8702745,-2.097,290,10,45
8702771,-0.177,482,22,45
8702784,-0.749,425,18,45
8702788,-0.081,492,22,45
8702799,-0.572,443,19,45
8702804,0.271,527,23,45
8702818,-0.979,402,16,45
8703043,-4.0,100,0,45
8703184,0.325,532,30,45
8703203,-1.291,371,13,45
8703243,-0.742,426,17,45
8703297,-0.058,494,23,45
8703363,-0.416,458,22,45
8703483,0.679,568,36,45
8703513,0.318,532,24,45
8703597,0.599,560,32,45
8703748,-0.452,455,19,45
8703808,-0.697,430,16,45
8703816,-1.324,368,11,45
8703820,0.472,547,31,45
8703825,-0.98,402,15,45
8703852,0.939,594,38,45
8703957,-2.097,290,9,45
8704052,-1.275,373,12,45
8704077,0.562,556,31,45
8704188,-1.134,387,11,45
8704193,-0.751,425,15,45
8704204,0.513,551,33,45
8704205,-4.0,100,7,45
8704211,0.052,505,24,45
8704273,-4.0,100,0,45
8704354,0.515,552,32,45
8704362,0.691,569,35,45
8704974,-0.758,424,17,45
8704979,-0.797,420,14,45
8704980,-0.86,414,14,45
8704981,-1.328,367,12,45
8704993,-0.682,432,16,45
8704998,-0.31,469,21,45
8704999,-0.86,414,16,45
8705002,-4.0,100,10,45
8705095,-0.98,402,13,45
8705167,-0.704,430,16,45
8705821,-4.0,100,7,45
8705822,-1.133,387,12,45
8705825,-0.982,402,13,45
8705826,-2.097,290,11,45
8705828,-4.0,100,8,45
8705829,-1.324,368,12,45
8705830,-2.097,290,11,45
8706003,-1.296,370,12,45
8706024,-4.0,100,9,45
8706027,-0.744,426,15,45
8706046,-0.982,402,13,45
8706050,-2.085,292,11,45
8706055,-1.048,395,13,45
8706057,-0.56,444,18,45
8706072,-0.981,402,15,45
8706075,-1.328,367,11,45
8706087,-1.328,367,11,45
8706088,-0.68,432,17,45
8706109,-0.857,414,14,45
8706114,-0.981,402,14,45
8706118,-0.93,407,14,45
8706121,-0.747,425,16,45
8706142,-1.048,395,16,45
8706145,-1.604,340,9,45
8706149,-0.845,416,17,45
8706551,-0.075,492,23,45
8707173,0.762,576,39,45
8707643,1.078,608,40,45
8709469,1.034,603,39,45
8709763,0.462,546,28,45
8709887,0.939,594,38,45
8710030,0.35,535,28,45
8710497,0.939,594,38,45
8710902,-1.133,387,12,45
8711368,-0.229,477,21,45
8711416,0.604,560,33,45
8711421,-2.082,292,11,45
8711435,0.398,540,28,45
8711439,0.357,536,29,45
8711442,-0.229,477,21,45
8711462,-0.115,488,23,45
8711513,-0.115,488,23,45
8711681,-0.324,468,19,45
8711683,-0.855,415,14,45
8711717,-1.328,367,10,45
8711977,-0.845,416,16,45
8712973,-0.356,464,21,45
8713609,0.355,535,28,45
8713689,-4.0,100,4,45
8713955,0.277,528,27,45
8714714,0.132,513,25,45
8714717,0.033,503,24,45
8714722,0.792,579,36,45
8714725,-1.048,395,15,45
8714737,0.409,541,28,45
8714747,0.305,531,26,45
8714764,-0.434,457,22,45
8714768,-1.328,367,13,45
8714784,0.198,520,26,45
8714790,0.305,531,26,45
8714792,-0.751,425,17,45
8714795,-0.861,414,13,45
8714821,0.441,544,31,45
8715005,-2.097,290,11,45
8715006,0.025,502,24,45
8715007,-0.857,414,14,45
8715012,0.579,558,33,45
8715023,-1.604,340,10,45
8715274,0.694,569,35,45
8715280,0.939,594,38,45
8715326,0.458,546,31,45
8716059,-4.0,100,0,45
8716372,0.171,517,26,45
8716527,-0.188,481,22,45
8716538,-0.859,414,16,45
8716539,0.373,537,27,45
8716540,-0.551,445,19,45
8716546,-1.574,343,11,45
8716566,0.418,542,27,45
8716595,-0.744,426,16,45
8716596,-0.796,420,15,45
8716623,-0.858,414,18,45
8716633,-0.982,402,12,45
8716674,-0.704,430,15,45
8716784,0.599,560,32,45
8716807,-0.681,432,17,45
8716945,-1.133,387,14,45
8717261,0.579,558,34,45
8717271,-1.128,387,14,45
8717739,-0.105,489,23,45
8717750,0.212,521,24,45
8717752,-0.696,430,17,45
8717904,-0.15,485,22,45
8717906,-0.236,476,21,45
8717963,-0.856,414,15,45
8718028,-0.564,444,18,45
8718166,-2.097,290,10,45
8718485,-0.098,490,24,45
8718623,-0.302,470,22,45
8718661,-0.424,458,20,45
8718674,-0.305,470,22,45
8718695,0.939,594,38,45
8718712,-0.982,402,14,45
8718715,-0.585,441,17,45
8718718,-0.548,445,19,45
8718770,-0.479,452,18,45
8718863,-1.231,377,13,45
8718895,-0.457,454,18,45
8719033,-1.048,395,14,45
8719321,-1.328,367,13,45
8719563,0.419,542,29,45
8719680,0.108,511,24,45
8719771,-0.701,430,16,45
8719781,-1.132,387,13,45
8719795,-1.274,373,12,45
8719864,-0.323,468,19,45
8719935,-0.739,426,17,45
8720073,-0.976,402,14,45
8720085,-0.462,454,17,45
8720144,-0.358,464,20,45
8720151,1.078,608,40,45
8720182,-0.753,425,16,45
8720277,-0.477,452,18,45
8720962,-2.082,292,10,45
8721034,-0.366,463,20,45
8721996,-0.843,416,19,45
8722595,0.378,538,27,45
8723320,-0.359,464,21,45
8723325,0.527,553,30,45
8723358,-0.572,443,18,45
8723775,-0.861,414,13,45
8723839,-4.0,100,5,45
8724119,0.684,568,34,45
8724162,-1.049,395,13,45
8724430,-1.274,373,14,45
8724490,-1.604,340,10,45
8725311,0.805,580,37,45
8725313,0.792,579,36,45
8725324,0.792,579,36,45
8725346,0.792,579,36,45
8725350,0.792,579,36,45
8725540,0.684,568,34,45
8725549,0.792,579,36,45
8725551,0.615,562,35,45
8725558,0.792,579,36,45
8725566,0.792,579,36,45
8725609,0.734,573,35,45
8725616,0.859,586,37,45
8725621,0.792,579,36,45
8726171,0.642,564,36,45
8726202,0.65,565,34,45
8726213,0.521,552,35,45
8726261,0.792,579,36,45
8726509,-2.068,293,12,45
8726573,-4.0,100,11,45
8727532,-0.457,454,20,45
8727859,-1.573,343,15,45
8727959,-0.704,430,16,45
8728808,-0.76,424,16,45
8729917,1.034,603,39,45
8730319,-0.407,459,21,45
8731147,-4.0,100,10,45
8731945,0.792,579,36,45
8731948,1.034,603,39,45
8731967,0.734,573,35,45
8731972,0.734,573,35,45
8731980,0.792,579,36,45
8731999,0.604,560,33,45
8732007,0.55,555,34,45
8732009,0.792,579,36,45
8732025,0.792,579,36,45
8732031,0.792,579,36,45
8732044,0.55,555,34,45
8732047,0.877,588,38,45
8732050,0.792,579,36,45
8732066,0.792,579,36,45
8732082,0.792,579,36,45
8732093,0.792,579,36,45
8732097,0.734,573,35,45
8732099,0.792,579,36,45
8732104,0.792,579,36,45
8732111,0.792,579,36,45
8732117,0.792,579,36,45
8732480,-4.0,100,0,45
8732937,0.175,517,25,45
8732951,0.237,524,26,45
8733171,-1.604,340,9,45
8733269,-0.453,455,18,45
8733403,-4.0,100,9,45
8733440,-0.055,495,24,45
8733643,-0.564,444,18,45
8733901,-1.274,373,14,45
8733993,-4.0,100,0,45
8734017,0.11,511,25,45
8734032,-0.759,424,16,45
8734227,0.65,565,34,45
8734490,-0.304,470,21,45
8734754,-1.574,343,11,45
8734811,-4.0,100,8,45
8735040,0.611,561,33,45
8735058,-0.982,402,14,45
8735160,-0.255,475,20,45
8735471,-0.857,414,14,45
8735927,-0.981,402,15,45
8735934,0.503,550,33,45
8736093,0.863,586,38,45
8736428,-4.0,100,11,45
8736548,-0.761,424,15,45
8736659,-0.98,402,16,45
8736660,-1.129,387,13,45
8736665,-0.759,424,17,45
8736682,-0.586,441,16,45
8736694,-1.134,387,11,45
8736697,-4.0,100,9,45
8736705,-1.604,340,11,45
8736717,-0.479,452,18,45
8736722,-0.466,453,16,45
8736737,-1.134,387,11,45
8736740,-1.328,367,10,45
8736765,-0.857,414,15,45
8736771,-1.574,343,10,45
8736788,-0.705,429,14,45
8736794,-1.269,373,13,45
8736809,-0.283,472,19,45
8736810,-1.274,373,14,45
8737074,0.398,540,26,45
8737076,0.684,568,34,45
8737084,-0.033,497,23,45
8737098,-1.091,391,13,45
8737099,-0.75,425,18,45
8737109,-4.0,100,0,45
8737112,0.472,547,31,45
8737133,-0.747,425,16,45
8737170,0.43,543,29,45
8737181,-0.33,467,20,45
8737186,-0.108,489,22,45
8737192,-0.856,414,15,45
8737202,-2.085,292,11,45
8737375,-2.068,293,12,45
8737469,-0.576,442,17,45
8737909,-1.092,391,12,45
8737939,-1.547,345,11,45
8738112,-1.295,371,12,45
8738383,-0.418,458,21,45
8738532,-0.796,420,15,45
8738564,-0.857,414,14,45
8738619,-2.079,292,10,45
8738730,-1.328,367,12,45
8738749,-0.563,444,17,45
8738984,-0.74,426,16,45
8739042,-0.243,476,20,45
8739100,-1.275,373,12,45
8739316,-0.735,426,17,45
8739317,0.503,550,33,45
8739477,-0.759,424,16,45
8739577,-0.74,426,16,45
8739765,-0.98,402,13,45
8740017,-0.966,403,17,45
8740058,-1.574,343,11,45
